Date,Carburant,Prix
2026-02-15,E10,1.708
2026-02-15,E85,0.765
2026-02-15,GPLc,0.972
2026-02-15,Gazole,1.693
2026-02-15,SP95,1.761
2026-02-15,SP98,1.811
2026-02-16,E10,1.708
2026-02-16,E85,0.765
2026-02-16,GPLc,0.972
2026-02-16,Gazole,1.693
2026-02-16,SP95,1.761
2026-02-16,SP98,1.812
2026-02-17,E10,1.706
2026-02-17,E85,0.765
2026-02-17,GPLc,0.972
2026-02-17,Gazole,1.692
2026-02-17,SP95,1.761
2026-02-17,SP98,1.811
2026-02-18,E10,1.705
2026-02-18,E85,0.765
2026-02-18,GPLc,0.973
2026-02-18,Gazole,1.691
2026-02-18,SP95,1.76
2026-02-18,SP98,1.81
2026-02-19,E10,1.705
2026-02-19,E85,0.766
2026-02-19,GPLc,0.973
2026-02-19,Gazole,1.691
2026-02-19,SP95,1.76
2026-02-19,SP98,1.81
2026-02-20,E10,1.698
2026-02-20,E85,0.759
2026-02-20,GPLc,0.972
2026-02-20,Gazole,1.69
2026-02-20,SP95,1.753
2026-02-20,SP98,1.806
2026-02-21,E10,1.682
2026-02-21,E85,0.756
2026-02-21,GPLc,0.971
2026-02-21,Gazole,1.681
2026-02-21,SP95,1.742
2026-02-21,SP98,1.795
2026-02-22,E10,1.7
2026-02-22,E85,0.763
2026-02-22,GPLc,0.973
2026-02-22,Gazole,1.694
2026-02-22,SP95,1.755
2026-02-22,SP98,1.809
2026-02-23,E10,1.704
2026-02-23,E85,0.764
2026-02-23,GPLc,0.973
2026-02-23,Gazole,1.698
2026-02-23,SP95,1.758
2026-02-23,SP98,1.812
2026-02-24,E10,1.71
2026-02-24,E85,0.766
2026-02-24,GPLc,0.973
2026-02-24,Gazole,1.705
2026-02-24,SP95,1.763
2026-02-24,SP98,1.817
2026-02-25,E10,1.714
2026-02-25,E85,0.767
2026-02-25,GPLc,0.973
2026-02-25,Gazole,1.71
2026-02-25,SP95,1.766
2026-02-25,SP98,1.82
2026-02-26,E10,1.717
2026-02-26,E85,0.767
2026-02-26,GPLc,0.973
2026-02-26,Gazole,1.714
2026-02-26,SP95,1.769
2026-02-26,SP98,1.823
2026-02-27,E10,1.719
2026-02-27,E85,0.768
2026-02-27,GPLc,0.973
2026-02-27,Gazole,1.718
2026-02-27,SP95,1.772
2026-02-27,SP98,1.825
2026-02-28,E10,1.721
2026-02-28,E85,0.768
2026-02-28,GPLc,0.973
2026-02-28,Gazole,1.721
2026-02-28,SP95,1.774
2026-02-28,SP98,1.827
2026-03-01,E10,1.722
2026-03-01,E85,0.768
2026-03-01,GPLc,0.973
2026-03-01,Gazole,1.722
2026-03-01,SP95,1.774
2026-03-01,SP98,1.828
2026-03-02,E10,1.723
2026-03-02,E85,0.768
2026-03-02,GPLc,0.973
2026-03-02,Gazole,1.723
2026-03-02,SP95,1.775
2026-03-02,SP98,1.829
2026-03-03,E10,1.742
2026-03-03,E85,0.77
2026-03-03,GPLc,0.974
2026-03-03,Gazole,1.756
2026-03-03,SP95,1.792
2026-03-03,SP98,1.848
2026-03-04,E10,1.774
2026-03-04,E85,0.775
2026-03-04,GPLc,0.975
2026-03-04,Gazole,1.835
2026-03-04,SP95,1.822
2026-03-04,SP98,1.878
2026-03-05,E10,1.788
2026-03-05,E85,0.78
2026-03-05,GPLc,0.975
2026-03-05,Gazole,1.89
2026-03-05,SP95,1.844
2026-03-05,SP98,1.894
2026-03-06,E10,1.806
2026-03-06,E85,0.783
2026-03-06,GPLc,0.976
2026-03-06,Gazole,1.944
2026-03-06,SP95,1.864
2026-03-06,SP98,1.912
2026-03-07,E10,1.821
2026-03-07,E85,0.789
2026-03-07,GPLc,0.978
2026-03-07,Gazole,1.975
2026-03-07,SP95,1.877
2026-03-07,SP98,1.925
2026-03-08,E10,1.825
2026-03-08,E85,0.79
2026-03-08,GPLc,0.978
2026-03-08,Gazole,1.981
2026-03-08,SP95,1.88
2026-03-08,SP98,1.928
